Id,Price
725,235733.18368654922
15664,175888.7378762565
5502,216801.1581965907
4220,302837.2951071125
11538,177355.8423239337
9286,149276.4838899282
11307,138632.46733230306
13543,205821.14366919198
615,194935.33606615715
2321,257237.74297545943
12046,196458.15639403678
12190,286880.62556797726
10291,204661.453154446
891,298563.74803668
8317,175112.57089924085
4922,187784.01582058668
1257,203096.15216815946
8994,163764.7646080709
3047,202101.03698785958
9519,199553.49364063382
14081,268920.66540344025
8334,295987.8645539488
6343,196920.97793472503
15748,242470.88137478984
153,256348.5555990821
14149,156180.0856695013
721,186808.10006531182
5079,343912.65678104217
10131,239168.82938667946
9996,393277.8696533146
11733,301334.3377399922
3726,228974.25946493197
16182,315023.34374378837
9897,220286.77110734073
14074,261812.5814781262
8377,326345.9036134377
6367,318331.6395439834
6917,264781.62437923334
4216,334818.28341785085
5806,168961.4385245348
2650,173319.83697335352
5396,221454.9781815492
856,209398.43719548066
12791,256863.52754939592
1919,162873.7761172948
15554,201687.48121762968
15834,241845.57614827275
15451,170331.81038848462
10290,203846.89851413592
3420,153350.155059251
8949,309721.53770871426
15567,204755.22614313112
16389,172876.8096204173
16089,360387.7023303604
2428,104451.91615409851
16741,139889.9192603733
13193,203112.30782557663
12588,397475.3548819463
2292,187140.59544438365
2147,164982.8011977876
10419,280945.5520789011
11492,465979.9629935924
15371,463034.854263666
16367,132261.5931087345
10878,281795.0281407292
8041,219265.0914642855
13428,410151.2453297813
1006,207015.19003674627
3764,288814.0408228857
7675,224625.35877028626
8629,159274.46785748322
6096,170313.87508358475
7391,200326.20440325385
7425,98120.46883827623
6882,322873.0282299099
10752,311707.76487512584
5317,229380.84212155602
9946,237912.59913084665
5341,146051.34785282056
9923,192857.42657257375
7953,185061.0590913686
11066,271694.47172303847
5037,179207.21913787842
4937,312881.3863651919
16500,286898.30095309234
2363,312271.7850595203
8148,177235.10322954736
3804,177571.06406704328
4584,153216.04787911664
2691,126117.13069929722
2983,243614.57915735515
13563,258520.63143216315
2789,224544.6307804381
7214,261434.05486441858
8659,236843.29844213167
5107,262069.194913522
3843,239740.35927475922
14610,277191.8831999352
15505,177529.70218718343
1672,196261.22467479832
3209,203233.24707241848
973,177602.46963827888
12529,178582.13458321363
5450,254739.80368933725
3249,173655.24585286513
1024,177801.78467285383
14303,219739.7480083478
10707,155140.83982821106
1138,330555.14137912676
14088,452352.71183514805
398,245792.5299801133
16230,170461.16970074447
9602,256411.89118721042
8120,189619.8130558439
11726,209929.6821493646
12420,176816.72159735943
8604,218543.55697267334
4854,366563.26587373496
12099,359839.9036704832
3882,278376.3016118203
6995,276878.7403029714
11672,352143.39382256387
16097,194771.01436699863
6779,241418.3828258609
10816,288984.64177418465
143,337602.08925374283
1935,282117.302640391
2860,349009.2071659751
11407,207784.05857346032
3842,177731.92522745996
2692,300108.5807091505
7699,186668.16940752458
6825,239486.9449925174
7268,270301.14019492373
1477,273981.7205681485
3179,243924.15450290556
5793,231452.84520316473
11494,316321.6156019848
4206,204719.64601078056
12419,257921.08281914066
5648,228257.40572852446
3014,147068.0435504319
14884,231805.33811834932
10333,185584.0863426907
15896,153946.17905972974
8603,229081.65857710826
15087,158689.40152521126
4344,204945.54651083195
11742,184758.34671253068
12320,231912.73859857648
6698,218020.03182456217
4510,121182.91028693513
4183,173584.49326174697
7948,222329.7983756062
10808,216651.12511994183
12432,196484.02878020296
5356,216710.30336536645
8984,334424.01066865155
7644,279388.81725916866
6763,296454.20819087833
3954,186766.5990566786
1211,208887.6332408158
9108,212156.72355900318
4304,421446.7056422889
1930,220250.79313999263
11295,374664.85203884845
3002,161230.4737651242
15483,168667.0137631087
11525,237938.41364041303
8325,166384.30092664436
5457,150127.89301369092
10234,404289.15039021743
6251,147794.96080976044
701,237454.4221586219
7930,194117.84765018523
7411,277135.2683586415
3800,291138.57819047535
3313,231747.38801041912
9957,179052.07994328567
13258,173178.47824440573
4062,225394.91120969184
12065,93320.88139224412
3319,247756.3112278712
3523,267162.40549343097
14930,180820.57535395972
2940,310958.7554921595
6935,325118.1155790169
16116,293381.43319298903
6103,236099.09915983904
1859,182928.45307992084
3228,177442.98881169112
15957,353741.7931385064
5980,202132.37922557944
6754,203134.34751451292
7096,596807.1490255562
14297,272542.77093309513
16485,124953.98708164506
13075,360979.2120335179
10988,178868.28353983746
13250,186029.29101546225
7739,312781.8585574698
7213,152480.57581930867
6639,199962.07352686423
3164,294393.6019591448
15207,175036.25637585548
5113,176746.7323382622
3929,147953.8354551714
14493,271548.6902456735
2033,218724.2629893926
14313,171353.557381684
1028,273910.9410918183
12644,216480.4702219964
9196,233815.69188409753
4936,200081.80881444388
13314,155216.04273885678
8410,179535.12703190173
10613,238818.93322378182
1370,130968.70398382105
12708,159858.64093010244
2250,174158.5952885212
8525,308760.2373918133
1152,260997.3440308615
3331,277777.04354650504
15203,175101.07341405217
1976,308849.2231353578
10078,183852.76240176495
15634,268992.5910485277
9967,197495.01020227195
7893,236016.00626126095
11031,281372.5955324685
15073,171155.70198400016
13837,185463.79926432844
2524,240329.23806682992
8617,221343.45500388436
3081,242087.57253358315
10675,319937.069197679
5231,217855.80437391714
8363,170757.54250163387
16330,241200.91656418447
11528,197839.94480571803
14799,277685.2378826128
9234,216293.7721808082
14335,335686.5736011413
137,171135.40705676147
7182,200715.00679661715
5194,99407.07088340147
97,371628.0633605004
5118,256860.53475191296
13920,258358.0048583129
15337,463457.8292743615
4048,440716.28883095353
171,166649.8579889983
5573,256703.89304117966
4481,217479.49976599365
2631,174831.4711423519
4984,246178.5447202168
16716,145813.88807975058
10115,170164.71027481512
15546,162349.19426097322
9018,273255.2004417369
2075,170234.46135328806
11170,308116.7441850588
10734,299225.6066524695
7373,204761.97688855513
14736,199450.4267566414
7825,228972.97729557264
16775,154487.24201259768
5717,191751.70598754258
8189,403992.4972996108
4423,209924.04272140085
3994,173711.58273525644
12593,256824.38155405526
6933,274155.63252429664
7157,307923.1830994252
15169,148318.78696112585
6792,301284.9784674278
13830,191671.53162518365
4603,205897.22560461223
13473,324205.0150131973
15104,112473.12195731419
6599,243295.35775652382
8721,329186.98506720224
3645,188875.67158200193
8664,228126.53492854984
753,160071.2173041406
8129,237512.33804040513
15235,200559.5252105776
3359,222993.5045237652
9252,205585.67821999095
5849,183624.1121828634
8494,178686.51831827368
6764,210742.28410378293
12445,238055.2294270528
11716,296159.1404617045
5669,202791.87790074057
8910,240243.33361175106
11913,149218.17454440557
6866,224477.38240667322
3024,175706.7811736279
15858,282203.1946386136
9911,225043.7682124854
16579,211895.4304952683
1468,440542.2070293036
12965,142637.3428874133
12864,264891.7948646916
12019,166518.03786917054
8948,174536.87161471052
12564,326401.95225710236
7962,142551.84524473743
709,161675.57720751158
13890,164157.960882156
8726,225138.9793604238
6413,181824.28940079027
9761,164112.81251982087
15864,127489.16431862974
320,232655.44044439367
8551,103433.86079678177
9025,186314.83545771343
831,272278.9192017236
3382,214251.99948237813
9209,328296.152634145
6937,281739.27020962624
1413,271624.4044875386
6884,281750.52146704076
3740,255533.36796152272
4229,188944.39276492147
1753,281862.109050102
860,142213.89988020656
11309,188622.5518693856
5325,228196.07707076232
13733,128881.24679757803
12505,232308.64682583316
9489,216014.22264849846
10106,209971.02973429716
7864,208192.57061580857
1525,320198.14610428846
8,343579.577216312
8995,228643.9593858018
8594,188824.19336645037
15770,171814.65966121736
15859,325318.3233621006
11410,305976.0608124085
16397,170028.98377828396
3572,123101.45608247691
969,202009.20598493316
6977,369125.6481051399
1233,208208.8400344808
16650,172902.5968995205
12514,273876.31199385156
3199,131065.60224861054
5600,160231.26002140422
12775,165073.31244392725
7933,195879.49236709197
16354,310346.8067910096
3970,508055.66330835153
3932,164891.16724877481
7622,246539.67631645937
9751,185546.13051682175
10448,329341.7279366516
7840,308623.9423845989
8880,256125.60894855246
15470,220048.6803697161
16207,211781.04904604156
12123,135879.17701948233
16171,351295.89054662094
4462,213611.04283638607
16606,182503.10788141083
5427,301223.0518324598
7725,156508.96397343578
5409,166675.26427672582
11321,143861.58159743127
3336,196896.76325578828
15172,437725.16622142884
6989,185090.9951615062
4707,210780.05437738958
8917,259047.42971176072
4244,190109.1838675686
10080,161562.03048642862
15057,245180.9840298366
8891,168521.90512573023
16730,176663.70433600358
2267,192254.8493654232
3022,184665.09544164137
2053,173085.12407938892
13707,117009.25994245282
12143,149787.52863906918
14080,156095.7068660062
7936,81366.81679617289
1366,175746.7141913712
12701,197349.79660004724
9501,321908.1463553818
15960,272169.26616923837
8230,195308.9831655844
13843,182535.51370062958
13810,269464.1755352223
15650,171545.15965982503
12200,224667.46631263365
538,226043.1745028335
5334,172973.0731995633
4817,176233.47222842966
9041,176400.89607695077
4852,222950.4370920327
1503,217173.051431121
16256,310410.43647936976
14382,72889.05962881312
1200,192932.74406057314
3563,152338.84822876594
3681,318945.6006784125
3053,258575.27679492655
807,111413.83092323053
4658,329523.94781308324
12548,160185.90276477995
14449,170495.01906863242
10727,190665.87547935528
13646,245154.37502966414
9599,221943.77383257129
7135,301381.0508708182
5943,302942.8468495005
5630,129665.71180218708
13586,207070.36609087736
3507,355271.1082146336
13109,205981.68468533523
8160,222344.78805743242
10706,232978.28480904578
9750,287640.71201919595
16248,136178.40455390437
514,200685.03501319382
4010,264832.1926326633
10800,177976.8455213847
